"schedtime","carrier","deptime","dest","distance","date","flightnumber","origin","weather","dayweek","daymonth","tailnu","delay","delay_cat","dep_hour"
1700,"MQ",1729,"LGA",214,"1/16/2004",4972,"DCA",0,"Fri",16,"N727MQ","delayed","On time",17
1900,"MQ",2006,"LGA",214,"1/16/2004",4976,"DCA",0,"Fri",16,"N737MQ","delayed","On time",20
850,"UA",955,"LGA",229,"1/16/2004",846,"IAD",0,"Fri",16,"N513UA","delayed","On time",9
630,"US",628,"LGA",214,"1/16/2004",1479,"DCA",0,"Fri",16,"N724UW","ontime","On time",6
700,"US",657,"LGA",214,"1/16/2004",2160,"DCA",0,"Fri",16,"N723UW","ontime","On time",6
800,"US",756,"LGA",214,"1/16/2004",2162,"DCA",0,"Fri",16,"N745UW","ontime","On time",7
900,"US",859,"LGA",214,"1/16/2004",2164,"DCA",0,"Fri",16,"N748UW","delayed","On time",8
1000,"US",958,"LGA",214,"1/16/2004",2166,"DCA",0,"Fri",16,"N716UW","ontime","On time",9
1100,"US",1059,"LGA",214,"1/16/2004",2168,"DCA",0,"Fri",16,"N723UW","ontime","On time",10
1200,"US",1151,"LGA",214,"1/16/2004",2170,"DCA",0,"Fri",16,"N745UW","ontime","On time",11
1300,"US",1258,"LGA",214,"1/16/2004",2172,"DCA",0,"Fri",16,"N748UW","ontime","On time",12
1400,"US",1356,"LGA",214,"1/16/2004",2174,"DCA",0,"Fri",16,"N716UW","ontime","On time",13
1500,"US",1457,"LGA",214,"1/16/2004",2176,"DCA",0,"Fri",16,"N723UW","ontime","On time",14
1600,"US",1558,"LGA",214,"1/16/2004",2178,"DCA",0,"Fri",16,"N745UW","ontime","On time",15
1700,"US",1658,"LGA",214,"1/16/2004",2180,"DCA",0,"Fri",16,"N748UW","ontime","On time",16
1800,"US",1758,"LGA",214,"1/16/2004",2182,"DCA",0,"Fri",16,"N716UW","ontime","On time",17
1900,"US",1900,"LGA",214,"1/16/2004",2184,"DCA",0,"Fri",16,"N723UW","delayed","On time",19
2000,"US",2000,"LGA",214,"1/16/2004",2186,"DCA",0,"Fri",16,"N745UW","ontime","On time",20
2100,"US",2057,"LGA",214,"1/16/2004",2188,"DCA",0,"Fri",16,"N748UW","ontime","On time",20
1720,"RU",1849,"EWR",169,"1/16/2004",3372,"BWI",0,"Fri",16,"N15973","delayed","On time",18
1030,"RU",1053,"EWR",169,"1/16/2004",2303,"BWI",0,"Fri",16,"N13913","delayed","On time",10
1455,"RU",1600,"EWR",169,"1/16/2004",2403,"BWI",0,"Fri",16,"N13914","delayed","On time",16
700,"RU",654,"EWR",169,"1/16/2004",2703,"BWI",0,"Fri",16,"N13553","ontime","On time",6
1300,"CO",1423,"EWR",199,"1/16/2004",808,"DCA",0,"Fri",16,"N14645","delayed","On time",14
1730,"CO",1912,"EWR",199,"1/16/2004",814,"DCA",0,"Fri",16,"N12319","delayed","On time",19
735,"CO",729,"EWR",199,"1/16/2004",806,"DCA",0,"Fri",16,"N16648","ontime","On time",7
840,"DH",834,"EWR",213,"1/16/2004",7299,"IAD",0,"Fri",16,"N694BR","ontime","On time",8
1710,"DH",1711,"EWR",213,"1/16/2004",7302,"IAD",0,"Fri",16,"N625BR","ontime","On time",17
1245,"DH",1249,"EWR",213,"1/16/2004",7303,"IAD",0,"Fri",16,"N625BR","ontime","On time",12
2120,"DH",2120,"EWR",213,"1/16/2004",7304,"IAD",0,"Fri",16,"N695BR","ontime","On time",21
630,"DH",700,"EWR",213,"1/16/2004",7305,"IAD",0,"Fri",16,"N312UE","delayed","On time",7
1500,"RU",1602,"EWR",213,"1/16/2004",2156,"IAD",0,"Fri",16,"N26141","delayed","On time",16
645,"RU",643,"EWR",199,"1/16/2004",2761,"DCA",0,"Fri",16,"N13997","ontime","On time",6
1525,"RU",1622,"EWR",199,"1/16/2004",2261,"DCA",0,"Fri",16,"N14950","delayed","On time",16
1359,"RU",1549,"EWR",199,"1/16/2004",2216,"DCA",0,"Fri",16,"N13997","delayed","On time",15
1630,"RU",1753,"EWR",199,"1/16/2004",2181,"DCA",0,"Fri",16,"N16951","delayed","On time",17
1300,"RU",1421,"EWR",213,"1/16/2004",2692,"IAD",0,"Fri",16,"N16511","delayed","On time",14
900,"RU",859,"EWR",199,"1/16/2004",2582,"DCA",0,"Fri",16,"N15572","ontime","On time",8
1900,"RU",2045,"EWR",213,"1/16/2004",2385,"IAD",0,"Fri",16,"N16510","delayed","On time",20
700,"RU",657,"EWR",213,"1/16/2004",2855,"IAD",0,"Fri",16,"N14972","ontime","On time",6
2100,"RU",2050,"EWR",199,"1/16/2004",2879,"DCA",0,"Fri",16,"N15910","ontime","On time",20
1700,"RU",1827,"EWR",213,"1/16/2004",2497,"IAD",0,"Fri",16,"N26549","delayed","On time",18
1455,"OH",1455,"JFK",184,"1/17/2004",5935,"BWI",0,"Sat",17,"N435CA","ontime","On time",14
1640,"DH",1637,"JFK",213,"1/17/2004",6155,"DCA",0,"Sat",17,"N409FJ","ontime","On time",16
1245,"DH",1244,"LGA",229,"1/17/2004",7208,"IAD",0,"Sat",17,"N627BR","ontime","On time",12
1715,"DH",1714,"LGA",229,"1/17/2004",7215,"IAD",0,"Sat",17,"N675BR","ontime","On time",17
2120,"DH",2230,"LGA",229,"1/17/2004",7684,"IAD",0,"Sat",17,"N686BR","delayed","On time",22
840,"DH",853,"JFK",228,"1/17/2004",7800,"IAD",0,"Sat",17,"N694BR","ontime","On time",8
1240,"DH",1236,"JFK",228,"1/17/2004",7806,"IAD",0,"Sat",17,"N660BR","ontime","On time",12
1645,"DH",1641,"JFK",228,"1/17/2004",7810,"IAD",0,"Sat",17,"N311UE","ontime","On time",16
1715,"DH",1720,"JFK",228,"1/17/2004",7812,"IAD",0,"Sat",17,"N313UE","delayed","On time",17
2120,"DH",2136,"JFK",228,"1/17/2004",7814,"IAD",0,"Sat",17,"N706BR","delayed","On time",21
1800,"DH",1808,"JFK",228,"1/17/2004",7818,"IAD",0,"Sat",17,"N324UE","delayed","On time",18
1455,"DL",1509,"JFK",213,"1/17/2004",746,"DCA",0,"Sat",17,"N909DL","delayed","On time",15
730,"DL",727,"LGA",214,"1/17/2004",1742,"DCA",0,"Sat",17,"N232DZ","ontime","On time",7
830,"DL",828,"LGA",214,"1/17/2004",1744,"DCA",0,"Sat",17,"N221DL","ontime","On time",8
1030,"DL",1028,"LGA",214,"1/17/2004",1748,"DCA",0,"Sat",17,"N223DZ","ontime","On time",10
1430,"DL",1430,"LGA",214,"1/17/2004",1756,"DCA",0,"Sat",17,"N223DZ","ontime","On time",14
1630,"DL",1708,"LGA",214,"1/17/2004",1760,"DCA",0,"Sat",17,"N232DZ","delayed","On time",17
1830,"DL",1829,"LGA",214,"1/17/2004",1764,"DCA",0,"Sat",17,"N223DZ","ontime","On time",18
2030,"DL",2026,"LGA",214,"1/17/2004",1768,"DCA",0,"Sat",17,"N224DA","ontime","On time",20
1530,"MQ",1529,"JFK",213,"1/17/2004",4752,"DCA",0,"Sat",17,"N716MQ","ontime","On time",15
600,"MQ",554,"JFK",213,"1/17/2004",4760,"DCA",0,"Sat",17,"N729MQ","ontime","On time",5
1830,"MQ",1827,"JFK",213,"1/17/2004",4784,"DCA",0,"Sat",17,"N721MQ","ontime","On time",18
900,"MQ",855,"LGA",214,"1/17/2004",4956,"DCA",0,"Sat",17,"N805MQ","ontime","On time",8
1300,"MQ",1247,"LGA",214,"1/17/2004",4964,"DCA",0,"Sat",17,"N727MQ","ontime","On time",12
850,"UA",849,"LGA",229,"1/17/2004",846,"IAD",0,"Sat",17,"N507UA","ontime","On time",8
700,"US",654,"LGA",214,"1/17/2004",2160,"DCA",0,"Sat",17,"N736UW","ontime","On time",6
900,"US",859,"LGA",214,"1/17/2004",2164,"DCA",0,"Sat",17,"N748UW","ontime","On time",8
1100,"US",1100,"LGA",214,"1/17/2004",2168,"DCA",0,"Sat",17,"N736UW","ontime","On time",11
1300,"US",1259,"LGA",214,"1/17/2004",2172,"DCA",0,"Sat",17,"N748UW","ontime","On time",12
1500,"US",1456,"LGA",214,"1/17/2004",2176,"DCA",0,"Sat",17,"N736UW","ontime","On time",14
1700,"US",1658,"LGA",214,"1/17/2004",2180,"DCA",0,"Sat",17,"N748UW","ontime","On time",16
1900,"US",1854,"LGA",214,"1/17/2004",2184,"DCA",0,"Sat",17,"N736UW","ontime","On time",18
1720,"RU",1717,"EWR",169,"1/17/2004",3372,"BWI",0,"Sat",17,"N15926","ontime","On time",17
1455,"RU",1445,"EWR",169,"1/17/2004",2229,"BWI",0,"Sat",17,"N14933","ontime","On time",14
1030,"RU",1028,"EWR",169,"1/17/2004",2303,"BWI",0,"Sat",17,"N14942","ontime","On time",10
700,"RU",658,"EWR",169,"1/17/2004",2703,"BWI",0,"Sat",17,"N14991","ontime","On time",6
1300,"CO",1258,"EWR",199,"1/17/2004",808,"DCA",0,"Sat",17,"N37615","ontime","On time",12
840,"DH",835,"EWR",213,"1/17/2004",7299,"IAD",0,"Sat",17,"N696BR","ontime","On time",8
1710,"DH",1700,"EWR",213,"1/17/2004",7302,"IAD",0,"Sat",17,"N652BR","ontime","On time",17
1245,"DH",1240,"EWR",213,"1/17/2004",7303,"IAD",0,"Sat",17,"N652BR","ontime","On time",12
2120,"DH",2119,"EWR",213,"1/17/2004",7304,"IAD",0,"Sat",17,"N652BR","delayed","On time",21
700,"RU",658,"EWR",213,"1/17/2004",2855,"IAD",0,"Sat",17,"N29906","ontime","On time",6
1600,"RU",1601,"EWR",199,"1/17/2004",2361,"DCA",0,"Sat",17,"N16987","ontime","On time",16
1730,"RU",1727,"EWR",199,"1/17/2004",2097,"DCA",0,"Sat",17,"N14562","ontime","On time",17
1359,"RU",1351,"EWR",199,"1/17/2004",2216,"DCA",0,"Sat",17,"N14950","ontime","On time",13
1500,"RU",1457,"EWR",213,"1/17/2004",2156,"IAD",0,"Sat",17,"N24103","ontime","On time",14
930,"RU",924,"EWR",199,"1/17/2004",2582,"DCA",0,"Sat",17,"N26549","ontime","On time",9
1700,"RU",1655,"EWR",213,"1/17/2004",2497,"IAD",0,"Sat",17,"N21144","ontime","On time",16
645,"RU",641,"EWR",199,"1/17/2004",2761,"DCA",0,"Sat",17,"N21537","ontime","On time",6
1455,"OH",1455,"JFK",184,"1/18/2004",5935,"BWI",0,"Sun",18,"N712CA","ontime","On time",14
1640,"DH",1659,"JFK",213,"1/18/2004",6155,"DCA",0,"Sun",18,"N404FJ","delayed","On time",16
1245,"DH",1302,"LGA",229,"1/18/2004",7208,"IAD",0,"Sun",18,"N675BR","ontime","On time",13
1455,"DH",1526,"LGA",229,"1/18/2004",7211,"IAD",0,"Sun",18,"N661BR","delayed","On time",15
1715,"DH",1802,"LGA",229,"1/18/2004",7215,"IAD",0,"Sun",18,"N647BR","delayed","On time",18
2120,"DH",2110,"LGA",229,"1/18/2004",7684,"IAD",0,"Sun",18,"N632BR","ontime","On time",21
840,"DH",833,"JFK",228,"1/18/2004",7800,"IAD",0,"Sun",18,"N686BR","ontime","On time",8
1240,"DH",1249,"JFK",228,"1/18/2004",7806,"IAD",0,"Sun",18,"N663BR","ontime","On time",12
1455,"DH",1539,"JFK",228,"1/18/2004",7808,"IAD",0,"Sun",18,"N308UE","delayed","On time",15
1645,"DH",1646,"JFK",228,"1/18/2004",7810,"IAD",0,"Sun",18,"N315UE","ontime","On time",16
1715,"DH",1709,"JFK",228,"1/18/2004",7812,"IAD",0,"Sun",18,"N333UE","delayed","On time",17
2120,"DH",2111,"JFK",228,"1/18/2004",7814,"IAD",0,"Sun",18,"N678BR","ontime","On time",21
1610,"DH",1706,"JFK",228,"1/18/2004",7816,"IAD",0,"Sun",18,"N332UE","delayed","On time",17
1455,"DL",1555,"JFK",213,"1/18/2004",746,"DCA",0,"Sun",18,"N928DL","delayed","On time",15
830,"DL",830,"LGA",214,"1/18/2004",1744,"DCA",0,"Sun",18,"N223DZ","ontime","On time",8
1030,"DL",1029,"LGA",214,"1/18/2004",1748,"DCA",0,"Sun",18,"N242DL","ontime","On time",10
1230,"DL",1230,"LGA",214,"1/18/2004",1752,"DCA",0,"Sun",18,"N223DZ","delayed","On time",12
1430,"DL",1430,"LGA",214,"1/18/2004",1756,"DCA",0,"Sun",18,"N242DL","ontime","On time",14
1630,"DL",1632,"LGA",214,"1/18/2004",1760,"DCA",0,"Sun",18,"N223DZ","ontime","On time",16
1830,"DL",1843,"LGA",214,"1/18/2004",1764,"DCA",0,"Sun",18,"N242DL","delayed","On time",18
2030,"DL",2029,"LGA",214,"1/18/2004",1768,"DCA",0,"Sun",18,"N223DZ","ontime","On time",20
1530,"MQ",1549,"JFK",213,"1/18/2004",4752,"DCA",0,"Sun",18,"N712MQ","delayed","On time",15
600,"MQ",552,"JFK",213,"1/18/2004",4760,"DCA",0,"Sun",18,"N731MQ","delayed","On time",5
925,"MQ",919,"JFK",213,"1/18/2004",4771,"DCA",0,"Sun",18,"N719MQ","ontime","On time",9
1830,"MQ",2023,"JFK",213,"1/18/2004",4784,"DCA",0,"Sun",18,"N737MQ","delayed","On time",20
1300,"MQ",1330,"LGA",214,"1/18/2004",4964,"DCA",0,"Sun",18,"N719MQ","delayed","On time",13
1500,"MQ",1540,"LGA",214,"1/18/2004",4968,"DCA",0,"Sun",18,"N703MQ","delayed","On time",15
1700,"MQ",1818,"LGA",214,"1/18/2004",4972,"DCA",0,"Sun",18,"N725MQ","delayed","On time",18
1900,"MQ",2004,"LGA",214,"1/18/2004",4976,"DCA",0,"Sun",18,"N732MQ","delayed","On time",20
850,"UA",848,"LGA",229,"1/18/2004",846,"IAD",0,"Sun",18,"N579UA","ontime","On time",8
900,"US",858,"LGA",214,"1/18/2004",2164,"DCA",0,"Sun",18,"N744UW","ontime","On time",8
1000,"US",954,"LGA",214,"1/18/2004",2166,"DCA",0,"Sun",18,"N763UW","ontime","On time",9
1100,"US",1102,"LGA",214,"1/18/2004",2168,"DCA",0,"Sun",18,"N755UW","ontime","On time",11
1200,"US",1159,"LGA",214,"1/18/2004",2170,"DCA",0,"Sun",18,"N736UW","ontime","On time",11
1300,"US",1257,"LGA",214,"1/18/2004",2172,"DCA",0,"Sun",18,"N744UW","delayed","On time",12
1400,"US",1356,"LGA",214,"1/18/2004",2174,"DCA",0,"Sun",18,"N763UW","ontime","On time",13
1600,"US",1555,"LGA",214,"1/18/2004",2178,"DCA",0,"Sun",18,"N736UW","delayed","On time",15
1800,"US",1757,"LGA",214,"1/18/2004",2182,"DCA",0,"Sun",18,"N763UW","ontime","On time",17
1900,"US",1855,"LGA",214,"1/18/2004",2184,"DCA",0,"Sun",18,"N755UW","ontime","On time",18
2000,"US",1957,"LGA",214,"1/18/2004",2186,"DCA",0,"Sun",18,"N736UW","ontime","On time",19
2100,"US",2055,"LGA",214,"1/18/2004",2188,"DCA",0,"Sun",18,"N744UW","ontime","On time",20
1030,"RU",1057,"EWR",169,"1/18/2004",2303,"BWI",1,"Sun",18,"N17984","delayed","On time",10
1315,"RU",1314,"EWR",169,"1/18/2004",2703,"BWI",0,"Sun",18,"N15980","delayed","On time",13
1455,"RU",1528,"EWR",169,"1/18/2004",2403,"BWI",0,"Sun",18,"N16501","delayed","On time",15
1300,"CO",1258,"EWR",199,"1/18/2004",1767,"DCA",0,"Sun",18,"N14629","ontime","On time",12
1630,"CO",1754,"EWR",199,"1/18/2004",810,"DCA",0,"Sun",18,"N37615","delayed","On time",17
1900,"CO",1959,"EWR",199,"1/18/2004",816,"DCA",0,"Sun",18,"N16650","delayed","On time",19
840,"DH",834,"EWR",213,"1/18/2004",7299,"IAD",0,"Sun",18,"N650BR","ontime","On time",8
1710,"DH",1900,"EWR",213,"1/18/2004",7302,"IAD",0,"Sun",18,"N626BR","delayed","On time",19
1245,"DH",1246,"EWR",213,"1/18/2004",7303,"IAD",0,"Sun",18,"N640BR","delayed","On time",12
2120,"DH",2117,"EWR",213,"1/18/2004",7304,"IAD",0,"Sun",18,"N701BR","ontime","On time",21
1500,"RU",1630,"EWR",213,"1/18/2004",2156,"IAD",0,"Sun",18,"N13124","delayed","On time",16
1359,"RU",1622,"EWR",199,"1/18/2004",2216,"DCA",0,"Sun",18,"N14558","delayed","On time",16
845,"RU",841,"EWR",213,"1/18/2004",2254,"IAD",0,"Sun",18,"N13929","ontime","On time",8
930,"RU",925,"EWR",199,"1/18/2004",2582,"DCA",0,"Sun",18,"N27962","ontime","On time",9
1455,"OH",1455,"JFK",184,"1/19/2004",5935,"BWI",0,"Mon",19,"N975CA","ontime","On time",14
1640,"DH",1636,"JFK",213,"1/19/2004",6155,"DCA",0,"Mon",19,"N415FJ","ontime","On time",16
1245,"DH",1303,"LGA",229,"1/19/2004",7208,"IAD",0,"Mon",19,"N647BR","ontime","On time",13
1455,"DH",1445,"LGA",229,"1/19/2004",7211,"IAD",0,"Mon",19,"N671BR","ontime","On time",14
1715,"DH",1709,"LGA",229,"1/19/2004",7215,"IAD",0,"Mon",19,"N648BR","ontime","On time",17
2120,"DH",10,"LGA",229,"1/19/2004",7684,"IAD",0,"Mon",19,"N627BR","delayed","On time",0
640,"DH",847,"LGA",229,"1/19/2004",7790,"IAD",0,"Mon",19,"N626BR","delayed","On time",8
1040,"DH",1035,"LGA",229,"1/19/2004",7792,"IAD",0,"Mon",19,"N671BR","ontime","On time",10
840,"DH",833,"JFK",228,"1/19/2004",7800,"IAD",0,"Mon",19,"N632BR","ontime","On time",8
1240,"DH",1237,"JFK",228,"1/19/2004",7806,"IAD",0,"Mon",19,"N691BR","ontime","On time",12
1455,"DH",1454,"JFK",228,"1/19/2004",7808,"IAD",0,"Mon",19,"N333UE","ontime","On time",14
1645,"DH",1641,"JFK",228,"1/19/2004",7810,"IAD",0,"Mon",19,"N327UE","ontime","On time",16
1715,"DH",1710,"JFK",228,"1/19/2004",7812,"IAD",0,"Mon",19,"N331UE","ontime","On time",17
2120,"DH",2121,"JFK",228,"1/19/2004",7814,"IAD",0,"Mon",19,"N625BR","ontime","On time",21
1610,"DH",1603,"JFK",228,"1/19/2004",7816,"IAD",0,"Mon",19,"N328UE","ontime","On time",16
1455,"DL",1506,"JFK",213,"1/19/2004",746,"DCA",0,"Mon",19,"N910DL","delayed","On time",15
730,"DL",731,"LGA",214,"1/19/2004",1742,"DCA",0,"Mon",19,"N242DL","ontime","On time",7
830,"DL",842,"LGA",214,"1/19/2004",1744,"DCA",0,"Mon",19,"N223DZ","ontime","On time",8
1030,"DL",1029,"LGA",214,"1/19/2004",1748,"DCA",0,"Mon",19,"N231DN","ontime","On time",10
1230,"DL",1231,"LGA",214,"1/19/2004",1752,"DCA",0,"Mon",19,"N223DZ","ontime","On time",12
1430,"DL",1431,"LGA",214,"1/19/2004",1756,"DCA",0,"Mon",19,"N231DN","ontime","On time",14
1530,"DL",1530,"LGA",214,"1/19/2004",1758,"DCA",0,"Mon",19,"N224DA","ontime","On time",15
1630,"DL",1630,"LGA",214,"1/19/2004",1760,"DCA",0,"Mon",19,"N223DZ","ontime","On time",16
1830,"DL",1829,"LGA",214,"1/19/2004",1764,"DCA",0,"Mon",19,"N231DN","ontime","On time",18
1930,"DL",1930,"LGA",214,"1/19/2004",1766,"DCA",0,"Mon",19,"N224DA","ontime","On time",19
2030,"DL",2029,"LGA",214,"1/19/2004",1768,"DCA",0,"Mon",19,"N223DZ","ontime","On time",20
1530,"MQ",1536,"JFK",213,"1/19/2004",4752,"DCA",0,"Mon",19,"N718MQ","ontime","On time",15
600,"MQ",553,"JFK",213,"1/19/2004",4760,"DCA",0,"Mon",19,"N736MQ","ontime","On time",5
1830,"MQ",1846,"JFK",213,"1/19/2004",4784,"DCA",0,"Mon",19,"N723MQ","delayed","On time",18
700,"MQ",758,"LGA",214,"1/19/2004",4952,"DCA",0,"Mon",19,"N739MQ","delayed","On time",7
800,"MQ",822,"LGA",214,"1/19/2004",4954,"DCA",0,"Mon",19,"N717MQ","delayed","On time",8
900,"MQ",858,"LGA",214,"1/19/2004",4956,"DCA",0,"Mon",19,"N718MQ","ontime","On time",8
1100,"MQ",1100,"LGA",214,"1/19/2004",4960,"DCA",0,"Mon",19,"N722MQ","ontime","On time",11
1300,"MQ",1253,"LGA",214,"1/19/2004",4964,"DCA",0,"Mon",19,"N739MQ","ontime","On time",12
1400,"MQ",1356,"LGA",214,"1/19/2004",4966,"DCA",0,"Mon",19,"N719MQ","ontime","On time",13
1500,"MQ",1534,"LGA",214,"1/19/2004",4968,"DCA",0,"Mon",19,"N723MQ","delayed","On time",15
1600,"MQ",1559,"LGA",214,"1/19/2004",4970,"DCA",0,"Mon",19,"N841MQ","ontime","On time",15
1700,"MQ",1717,"LGA",214,"1/19/2004",4972,"DCA",0,"Mon",19,"N728MQ","ontime","On time",17
1900,"MQ",1937,"LGA",214,"1/19/2004",4976,"DCA",0,"Mon",19,"N704MQ","delayed","On time",19
850,"UA",846,"LGA",229,"1/19/2004",846,"IAD",0,"Mon",19,"N565UA","ontime","On time",8
630,"US",627,"LGA",214,"1/19/2004",1479,"DCA",0,"Mon",19,"N753UW","ontime","On time",6
700,"US",656,"LGA",214,"1/19/2004",2160,"DCA",0,"Mon",19,"N767UW","ontime","On time",6
800,"US",758,"LGA",214,"1/19/2004",2162,"DCA",0,"Mon",19,"N706UW","ontime","On time",7
900,"US",858,"LGA",214,"1/19/2004",2164,"DCA",0,"Mon",19,"N711UW","ontime","On time",8
1000,"US",955,"LGA",214,"1/19/2004",2166,"DCA",0,"Mon",19,"N736UW","ontime","On time",9
1100,"US",1059,"LGA",214,"1/19/2004",2168,"DCA",0,"Mon",19,"N767UW","ontime","On time",10
1200,"US",1157,"LGA",214,"1/19/2004",2170,"DCA",0,"Mon",19,"N706UW","ontime","On time",11
1300,"US",1256,"LGA",214,"1/19/2004",2172,"DCA",0,"Mon",19,"N711UW","ontime","On time",12
1400,"US",1353,"LGA",214,"1/19/2004",2174,"DCA",0,"Mon",19,"N736UW","ontime","On time",13
1500,"US",1456,"LGA",214,"1/19/2004",2176,"DCA",0,"Mon",19,"N767UW","ontime","On time",14
1600,"US",1558,"LGA",214,"1/19/2004",2178,"DCA",0,"Mon",19,"N706UW","ontime","On time",15
1700,"US",1656,"LGA",214,"1/19/2004",2180,"DCA",0,"Mon",19,"N711UW","ontime","On time",16
1800,"US",1755,"LGA",214,"1/19/2004",2182,"DCA",0,"Mon",19,"N736UW","ontime","On time",17
1900,"US",1855,"LGA",214,"1/19/2004",2184,"DCA",0,"Mon",19,"N767UW","ontime","On time",18
2000,"US",1956,"LGA",214,"1/19/2004",2186,"DCA",0,"Mon",19,"N706UW","ontime","On time",19
2100,"US",2057,"LGA",214,"1/19/2004",2188,"DCA",0,"Mon",19,"N711UW","ontime","On time",20
1720,"RU",1710,"EWR",169,"1/19/2004",3372,"BWI",0,"Mon",19,"N13913","ontime","On time",17
1030,"RU",1028,"EWR",169,"1/19/2004",2303,"BWI",0,"Mon",19,"N18557","ontime","On time",10
700,"RU",654,"EWR",169,"1/19/2004",2703,"BWI",0,"Mon",19,"N14943","ontime","On time",6
1455,"RU",1451,"EWR",169,"1/19/2004",2403,"BWI",0,"Mon",19,"N12934","ontime","On time",14
1730,"CO",1732,"EWR",199,"1/19/2004",814,"DCA",0,"Mon",19,"N17321","delayed","On time",17
1300,"CO",1253,"EWR",199,"1/19/2004",808,"DCA",0,"Mon",19,"N14639","ontime","On time",12
735,"CO",728,"EWR",199,"1/19/2004",806,"DCA",0,"Mon",19,"N16649","ontime","On time",7
1900,"CO",1857,"EWR",199,"1/19/2004",816,"DCA",0,"Mon",19,"N17619","ontime","On time",18
840,"DH",832,"EWR",213,"1/19/2004",7299,"IAD",0,"Mon",19,"N645BR","ontime","On time",8
1710,"DH",1705,"EWR",213,"1/19/2004",7302,"IAD",0,"Mon",19,"N689BR","ontime","On time",17
1245,"DH",1237,"EWR",213,"1/19/2004",7303,"IAD",0,"Mon",19,"N710BR","ontime","On time",12
2120,"DH",2300,"EWR",213,"1/19/2004",7304,"IAD",0,"Mon",19,"N626BR","delayed","On time",23
630,"DH",627,"EWR",213,"1/19/2004",7305,"IAD",0,"Mon",19,"N329UE","ontime","On time",6
1430,"DH",1427,"EWR",213,"1/19/2004",7307,"IAD",0,"Mon",19,"N301UE","ontime","On time",14
1900,"RU",2051,"EWR",213,"1/19/2004",2385,"IAD",0,"Mon",19,"N16520","delayed","On time",20
1300,"RU",1258,"EWR",213,"1/19/2004",2692,"IAD",0,"Mon",19,"N28518","ontime","On time",12
645,"RU",645,"EWR",199,"1/19/2004",2761,"DCA",0,"Mon",19,"N13124","ontime","On time",6
1525,"RU",1530,"EWR",199,"1/19/2004",2261,"DCA",0,"Mon",19,"N15973","ontime","On time",15
700,"RU",656,"EWR",213,"1/19/2004",2855,"IAD",0,"Mon",19,"N15912","ontime","On time",6
1700,"RU",1659,"EWR",213,"1/19/2004",2497,"IAD",0,"Mon",19,"N12567","ontime","On time",16
1500,"RU",1455,"EWR",213,"1/19/2004",2156,"IAD",0,"Mon",19,"N18120","ontime","On time",14
1630,"RU",1628,"EWR",199,"1/19/2004",2181,"DCA",0,"Mon",19,"N12921","ontime","On time",16
1359,"RU",1355,"EWR",199,"1/19/2004",2216,"DCA",0,"Mon",19,"N12519","ontime","On time",13
900,"RU",855,"EWR",199,"1/19/2004",2582,"DCA",0,"Mon",19,"N48901","ontime","On time",8
2100,"RU",2052,"EWR",199,"1/19/2004",2879,"DCA",0,"Mon",19,"N16911","ontime","On time",20
1455,"OH",1500,"JFK",184,"1/20/2004",5935,"BWI",0,"Tue",20,"N956CA","ontime","On time",15
1640,"DH",1637,"JFK",213,"1/20/2004",6155,"DCA",0,"Tue",20,"N409FJ","ontime","On time",16
1245,"DH",1300,"LGA",229,"1/20/2004",7208,"IAD",0,"Tue",20,"N648BR","ontime","On time",13
1455,"DH",1455,"LGA",229,"1/20/2004",7211,"IAD",0,"Tue",20,"N646BR","ontime","On time",14
1715,"DH",1725,"LGA",229,"1/20/2004",7215,"IAD",0,"Tue",20,"N705BR","ontime","On time",17
2120,"DH",2143,"LGA",229,"1/20/2004",7684,"IAD",0,"Tue",20,"N637BR","ontime","On time",21
640,"DH",635,"LGA",229,"1/20/2004",7790,"IAD",0,"Tue",20,"N698BR","ontime","On time",6
1040,"DH",1033,"LGA",229,"1/20/2004",7792,"IAD",0,"Tue",20,"N646BR","ontime","On time",10
840,"DH",835,"JFK",228,"1/20/2004",7800,"IAD",0,"Tue",20,"N627BR","ontime","On time",8
1240,"DH",1351,"JFK",228,"1/20/2004",7806,"IAD",0,"Tue",20,"N708BR","delayed","On time",13
1455,"DH",1446,"JFK",228,"1/20/2004",7808,"IAD",0,"Tue",20,"N321UE","ontime","On time",14
1645,"DH",1643,"JFK",228,"1/20/2004",7810,"IAD",0,"Tue",20,"N308UE","ontime","On time",16
1715,"DH",1706,"JFK",228,"1/20/2004",7812,"IAD",0,"Tue",20,"N313UE","ontime","On time",17
2120,"DH",2118,"JFK",228,"1/20/2004",7814,"IAD",0,"Tue",20,"N636BR","ontime","On time",21
1610,"DH",1632,"JFK",228,"1/20/2004",7816,"IAD",0,"Tue",20,"N331UE","ontime","On time",16
1455,"DL",1514,"JFK",213,"1/20/2004",746,"DCA",0,"Tue",20,"N926DL","delayed","On time",15
630,"DL",629,"LGA",214,"1/20/2004",1740,"DCA",0,"Tue",20,"N225DL","ontime","On time",6
730,"DL",729,"LGA",214,"1/20/2004",1742,"DCA",0,"Tue",20,"N231DN","ontime","On time",7
830,"DL",839,"LGA",214,"1/20/2004",1744,"DCA",0,"Tue",20,"N224DA","ontime","On time",8
930,"DL",929,"LGA",214,"1/20/2004",1746,"DCA",0,"Tue",20,"N223DZ","ontime","On time",9
